	strings	type
6452	usurped by	kb
6453	utilized	kb
6454	utilizes genres including	kb
6455	valued at	kb
6456	vassal of	kb
6457	venerated as	kb
6458	venerated on	kb
6459	ventured into acting in	kb
6460	version of	kb
6461	version of the song	kb
6462	vested in	kb
6463	vested with	kb
6464	veteran of	kb
6465	via	kb
6466	viable commercial option in	kb
6467	vicar general of	kb
6468	vice chairman of	kb
6469	viceroy of	kb
6470	victim of	kb
6471	victory in	kb
6472	video of	kb
6473	viewed	kb
6474	viewed by	kb
6475	viewers could see on	kb
6476	vilified on	kb
6477	violated	kb
6478	viscount of	kb
6479	visible from	kb
6480	visited	kb
6481	visited by	kb
6482	visits	kb
6483	visual effects handled by	kb
6484	vogt of	kb
6485	voice compared with	kb
6486	voiced	kb
6487	voiced by	kb
6488	voiced in	kb
6489	voivode of	kb
6490	volunteers for	kb
6491	voted	kb
6492	voted as	kb
6493	voted by	kb
6494	voted in	kb
6495	voted in support of	kb
6496	voted to expel	kb
6497	voting with	kb
6498	vows to lead	kb
6499	wanders in	kb
6500	wanted	kb
6501	wanted to conquer	kb
6502	wants to become	kb
6503	war against	kb
6504	warned	kb
6505	warranted by	kb
6506	warred with	kb
6507	was	kb
6508	was a	kb
6509	was a bishop in	kb
6510	was a brigadier in	kb
6511	was a businessperson in	kb
6512	was a cadet of	kb
6513	was a campaign of	kb
6514	was a candidate in	kb
6515	was a candidate on	kb
6516	was a captain in	kb
6517	was a career officer in	kb
6518	was a chief executive officer of	kb
6519	was a child when	kb
6520	was a collaboration with	kb
6521	was a consort of	kb
6522	was a count of	kb
6523	was a countess zamoyska through marriage to	kb
6524	was a cousin of	kb
6525	was a cricket player for	kb
6526	was a critical and commercial flop in	kb
6527	was a curate at	kb
6528	was a daughter of	kb
6529	was a delegate to	kb
6530	was a descendant of	kb
6531	was a devoted	kb
6532	was a diner at	kb
6533	was a diplomat in	kb
6534	was a drummer for	kb
6535	was a film director in	kb
6536	was a film editor in	kb
6537	was a film producer in	kb
6538	was a finalist for	kb
6539	was a financier in	kb
6540	was a first cousin of	kb
6541	was a fixture in newspapers such as	kb
6542	was a founder of	kb
6543	was a founding member of	kb
6544	was a friend of	kb
6545	was a fugitive since	kb
6546	was a general of	kb
6547	was a german from	kb
6548	was a ghibelline during	kb
6549	was a grandson of	kb
6550	was a granduncle to	kb
6551	was a great grandfather to	kb
6552	was a great nephew of	kb
6553	was a guelph during	kb
6554	was a hit for	kb
6555	was a hit in	kb
6556	was a judge on	kb
6557	was a jury member at	kb
6558	was a justice of the peace for	kb
6559	was a king in	kb
6560	was a king of	kb
6561	was a lady of the bedchamber to	kb
6562	was a lawyer for	kb
6563	was a leader in	kb
6564	was a leader of	kb
6565	was a leading soprano at	kb
6566	was a lifelong contributor to	kb
6567	was a magnate in service to	kb
6568	was a maker of	kb
6569	was a maternal descendant of	kb
6570	was a member of	kb
6571	was a member of parliament for	kb
6572	was a military engagement of	kb
6573	was a mistress of	kb
6574	was a movement in	kb
6575	was a native of	kb
6576	was a nephew of	kb
6577	was a noble of	kb
6578	was a nobleman in	kb
6579	was a painter of	kb
6580	was a partner in	kb
6581	was a patron of	kb
6582	was a player in	kb
6583	was a poet and playwright in	kb
6584	was a political figure in	kb
6585	was a politician in	kb
6586	was a prelate of	kb
6587	was a previous king of	kb
6588	was a priest in	kb
6589	was a prince elector of	kb
6590	was a prince of	kb
6591	was a princess of	kb
6592	was a producer in	kb
6593	was a producer on	kb
6594	was a professor at	kb
6595	was a protectorate within	kb
6596	was a pupil of	kb
6597	was a remake of	kb
6598	was a representative peer of	kb
6599	was a rival to	kb
6600	was a role model for	kb
6601	was a royal princess of	kb
6602	was a ruler of	kb
6603	was a sculptor in	kb
6604	was a section chief in	kb
6605	was a separate commune until	kb
6606	was a singer in	kb
6607	was a son of	kb
6608	was a spanish	kb
6609	was a specialist of	kb
6610	was a student of	kb
6611	was a supporter of	kb
6612	was a swimmer who won the national title in	kb
6613	was a teacher of	kb
6614	was a unit of	kb
6615	was a victim of	kb
6616	was a vocal opponent of	kb
6617	was able to capture	kb
6618	was about	kb
6619	was absent in	kb
6620	was acclaimed by	kb
6621	was acclaimed to	kb
6622	was accused of high treason in	kb
6623	was acquainted with	kb
6624	was acquired by	kb
6625	was acquitted on appeal to	kb
6626	was active during	kb
6627	was active from	kb
6628	was active in	kb
6629	was active in cinema in	kb
6630	was active mainly in	kb
6631	was active near	kb
6632	was active until	kb
6633	was adapted by	kb
6634	was adapted in tamil as	kb
6635	was adapted into	kb
6636	was adapted into a film by	kb
6637	was adapted into a film with the title	kb
6638	was administrator of	kb
6639	was admired by	kb
6640	was admitted to	kb
6641	was adopted by	kb
6642	was adopted in	kb
6643	was advised by	kb
6644	was adviser under	kb
6645	was advisor in chief of	kb
6646	was advisor of	kb
6647	was affected by	kb
6648	was affiliated with	kb
6649	was against	kb
6650	was aged	kb
6651	was alive when	kb
6652	was allodial heiress of	kb
6653	was allowed to enter combat and was sent to join	kb
6654	was ally of	kb
6655	was also	kb
6656	was also called	kb
6657	was also known as	kb
6658	was ambassador to	kb
6659	was among founders of	kb
6660	was an	kb
6661	was an academician of	kb
6662	was an agent of	kb
6663	was an alumnus of	kb
6664	was an associate member of	kb
6665	was an attempt to break into	kb
6666	was an author of books on	kb
6667	was an editor of	kb
6668	was an employee of	kb
6669	was an expert in	kb
6670	was an im m of	kb
6671	was an officer of	kb
6672	was an uncle of	kb
6673	was ancestor of	kb
6674	was annexed by	kb
6675	was appointed	kb
6676	was appointed as	kb
6677	was appointed from	kb
6678	was appointed governor of	kb
6679	was appointed in	kb
6680	was appointed president of	kb
6681	was appointed professor at	kb
6682	was appointed professor from	kb
6683	was appointed professor until	kb
6684	was appointed regent for	kb
6685	was appointed regent until the restoration of	kb
6686	was appointed until	kb
6687	was appreciated for	kb
6688	was approved by	kb
6689	was archbishop of	kb
6690	was army commander for	kb
6691	was arrested and executed during	kb
6692	was artistic director of	kb
6693	was assassinated by	kb
6694	was assassinated in	kb
6695	was assassinated on	kb
6696	was assistant director on	kb
6697	was assistant editor of	kb
6698	was assistant to	kb
6699	was associate editor of	kb
6700	was associated with	kb
6701	was at	kb
6702	was at a party in	kb
6703	was attacked by	kb
6704	was attacked for producing	kb
6705	was attended by	kb
6706	was aunt by marriage of	kb
6707	was authority on	kb
6708	was autobiographical for	kb
6709	was awarded	kb
6710	was awarded by	kb
6711	was awarded the title of	kb
6712	was awarded with	kb
6713	was away from	kb
6714	was back at	kb
6715	was banned by	kb
6716	was banned for being	kb
6717	was banned in	kb
6718	was baptised in	kb
6719	was baptized on	kb
6720	was based in	kb
6721	was based on	kb
6722	was basis for	kb
6723	was beaten by	kb
6724	was besieged by	kb
6725	was best known for	kb
6726	was bestowed with the title	kb
6727	was between	kb
6728	was bishop of	kb
6729	was born as	kb
6730	was born at	kb
6731	was born before	kb
6732	was born in	kb
6733	was born into	kb
6734	was born on	kb
6735	was born to	kb
6736	was born to parents from	kb
6737	was boss of	kb
6738	was briefly married to	kb
6739	was broadcast in	kb
6740	was brother in law of	kb
6741	was brother of	kb
6742	was brought up as	kb
6743	was brought up at	kb
6744	was brought up in	kb
6745	was buried at	kb
6746	was buried in	kb
6747	was buried near	kb
6748	was buried on	kb
6749	was buried with honors by	kb
6750	was caliph of	kb
6751	was called	kb
6752	was called by	kb
6753	was called to	kb
6754	was called to the bar at	kb
6755	was canadian director of naval intelligence during	kb
6756	was candidate for	kb
6757	was captured and sent to	kb
6758	was captured in	kb
6759	was cardinal nominated by	kb
6760	was cared for by	kb
6761	was cast as	kb
6762	was cast for	kb
6763	was cast in	kb
6764	was ceo of	kb
6765	was chairman of	kb
6766	was chairman of the board of directors of	kb
6767	was champion for	kb
6768	was champion in	kb
6769	was champion of	kb
6770	was chancellor of	kb
6771	was chess player in	kb
6772	was chief editor from	kb
6773	was chief editor of	kb
6774	was chief minister of	kb
6775	was chief nurse of	kb
6776	was chief of	kb
6777	was chief of state of	kb
6778	was chief queen of	kb
6779	was chief under	kb
6780	was chiefly active in	kb
6781	was child of	kb
6782	was chosen to succeed	kb
6783	was cinematographer for	kb
6784	was cinematographer on	kb
6785	was cited in	kb
6786	was close associate of	kb
6787	was close to	kb
6788	was co directed by	kb
6789	was co edited by	kb
6790	was co founded by	kb
6791	was co founded in	kb
6792	was co founded in response to	kb
6793	was co head of state with	kb
6794	was co ruler with	kb
6795	was co translated by	kb
6796	was coached by	kb
6797	was colonel of	kb
6798	was commanded by	kb
6799	was commander of	kb
6800	was commercially successful in	kb
6801	was commissioned by	kb
6802	was commissioned for	kb
6803	was commissioned in	kb
6804	was commissioned into	kb
6805	was commissioner for	kb
6806	was compelled to withdraw from	kb
6807	was compensated with	kb
6808	was completed in	kb
6809	was composer of	kb
6810	was conceived with the name	kb
6811	was condemned to death in the fall of	kb
6812	was conferred with the title	kb
6813	was confirmed by	kb
6814	was conquered by	kb
6815	was consecrated bishop at	kb
6816	was considered	kb
6817	was consort duke of	kb
6818	was consort marquis of	kb
6819	was consort of	kb
6820	was constable of	kb
6821	was contemporary of	kb
6822	was contestant on	kb
6823	was controlled by	kb
6824	was convicted for	kb
6825	was convicted for advocating violence against	kb
6826	was convicted in	kb
6827	was convicted of	kb
6828	was correspondent for	kb
6829	was count of	kb
6830	was count palatine of	kb
6831	was countess of	kb
6832	was court musician of	kb
6833	was courtier of	kb
6834	was cousin of	kb
6835	was cousin once removed to	kb
6836	was cousin to	kb
6837	was created	kb
6838	was created between	kb
6839	was created by	kb
6840	was created duke of newcastle in	kb
6841	was created in	kb
6842	was created in memory of	kb
6843	was creative head and executive producer at	kb
6844	was credited as	kb
6845	was critic of	kb
6846	was critical of	kb
6847	was criticized for	kb
6848	was crowned	kb
6849	was crowned by	kb
6850	was damaged by	kb
6851	was daughter of	kb
6852	was dauphine of	kb
6853	was dean of	kb
6854	was decisive in	kb
6855	was deemed a threat to	kb
6856	was defeated at	kb
6857	was defeated by	kb
6858	was defeated in	kb
6859	was denounced as	kb
6860	was deposed after	kb
6861	was deposed by	kb
6862	was deposed during	kb
6863	was deposed in	kb
6864	was deposed on grounds of	kb
6865	was descendant of	kb
6866	was described as	kb
6867	was described by	kb
6868	was designated as	kb
6869	was designed by	kb
6870	was designed in	kb
6871	was detained at	kb
6872	was detained in	kb
6873	was devastated by	kb
6874	was developed by	kb
6875	was directed by	kb
6876	was directed in	kb
6877	was director after	kb
6878	was director general of	kb
6879	was director of	kb
6880	was discharged from	kb
6881	was discovered at	kb
6882	was displaced by	kb
6883	was distributed by	kb
6884	was distributed in	kb
6885	was distributed through	kb
6886	was distributed with	kb
6887	was divided between	kb
6888	was divided into	kb
6889	was drawn by	kb
6890	was dropped on	kb
6891	was dubbed	kb
6892	was duchess consort of	kb
6893	was duchess of	kb
6894	was duke from	kb
6895	was duke of	kb
6896	was duke until	kb
6897	was during	kb
6898	was earl in	kb
6899	was earl of	kb
6900	was edited by	kb
6901	was editor of	kb
6902	was editor on	kb
6903	was educated at	kb
6904	was educated by	kb
6905	was educated in	kb
6906	was elected	kb
6907	was elected a corresponding member of	kb
6908	was elected a member of parliament for	kb
6909	was elected as	kb
6910	was elected as president of	kb
6911	was elected by	kb
6912	was elected in	kb
6913	was elected king of germany at	kb
6914	was elected member of parliament for	kb
6915	was elected mp for	kb
6916	was elected president of	kb
6917	was elected solicitor for	kb
6918	was elected to	kb
6919	was elected to congress from	kb
6920	was elected until	kb
6921	was elector of	kb
6922	was elector prince of	kb
6923	was elevated from earl of stafford to	kb
6924	was elevated to	kb
6925	was elevated to the position of	kb
6926	was employed as	kb
6927	was employed with	kb
6928	was empress consort of	kb
6929	was empress of	kb
6930	was encouraged to abdicate by	kb
6931	was engaged for	kb
6932	was entered for	kb
6933	was entered into	kb
6934	was established by	kb
6935	was established in	kb
6936	was established on the territory of	kb
6937	was established with	kb
6938	was excommunicated by	kb
6939	was executed by	kb
6940	was executed in	kb
6941	was expelled from	kb
6942	was falsely charged with	kb
6943	was fatally wounded by	kb
6944	was father of	kb
6945	was favorite of	kb
6946	was featured on	kb
6947	was fellow of	kb
6948	was filmed by	kb
6949	was filmed in	kb
6950	was finalist for	kb
6951	was fired by	kb
6952	was first published in	kb
6953	was firstborn and successor of	kb
6954	was forced into exile by	kb
6955	was forced to abdicate on	kb
6956	was forced to conduct a policy mindful of the limitations of	kb
6957	was forced to declare bankruptcy due to	kb
6958	was forced to leave spain by	kb
6959	was forced to live in	kb
6960	was forced to surrender after	kb
6961	was foreign associate of	kb
6962	was formed in	kb
6963	was formed when	kb
6964	was found dead in	kb
6965	was found in	kb
6966	was found to be empty in	kb
6967	was founded by	kb
6968	was founded in	kb
6969	was founder and mayor of	kb
6970	was founder of	kb
6971	was founding president of	kb
6972	was frequently cast as	kb
6973	was friend of	kb
6974	was from	kb
6975	was from the branch of	kb
6976	was future duke of	kb
6977	was future king of	kb
6978	was gaye s most successful single between	kb
6979	was gentleman of the bedchamber to	kb
6980	was given	kb
6981	was given a posthumous retrospective at	kb
6982	was given a theatrical release in	kb
6983	was given an award by	kb
6984	was given as a wedding present by	kb
6985	was given in marriage to	kb
6986	was given the posthumous name	kb
6987	was given the task to converse with	kb
6988	was given the task to practice	kb
6989	was given the title of	kb
6990	was governor of	kb
6991	was graffiti painter in	kb
6992	was grand master of	kb
6993	was granddaughter of	kb
6994	was grandfather of	kb
6995	was grandmother of	kb
6996	was grandson of	kb
6997	was granted the rank of	kb
6998	was granted the title	kb
6999	was great granddaughter of	kb
7000	was great grandmother of	kb
7001	was great grandson of	kb
7002	was great uncle to	kb
7003	was guest at wedding of	kb
7004	was guillotined in	kb
7005	was guitarist for	kb
7006	was hailed	kb
7007	was half brother of	kb
